"Recall Number","Product Safety Warning Number",Date,"Product Safety Warning Date","Recall Heading","Name of product",Description,"Hazard Description","Consumer Action","Original Product Safety Warning Announcement","Remedy Type",Units,Incidents,Remedy,"Sold At Label","Sold At",Importers,Manufacturers,Distributors,"Manufactured In","Custom Label","Custom Field"
25414,,"July 31, 2025",,"Leatherman Recalls Charge Plus Multi-Tools Due to Laceration Hazard","Leatherman Charge Plus and Charge Plus TTi Multi-Tools","This recall involves Leatherman Charge Plus and Charge Plus TTi multi-tools. The Charge Plus multi-tools come in black and stainless-steel colors and with a black MOLLE or black nylon sheath. The Charge Plus TTi multi-tools were sold in a stainless-steel color with a black nylon sheath. The name “Leatherman” is etched on the product.","The tip of the knife blade doesn’t fully fold into the handle, posing a laceration hazard.",,,Repair,"About 17,000","None reported","Consumers should immediately stop using the recalled Charge Plus multi-tools and go to&nbsp;www.leatherman.com/pages/charge-recall to determine if their multi-tool falls within the scope of this recall. Consumers will not be asked for proof of purchase and will receive a pre-paid shipping label to return the recalled Leatherman Charge Plus and Charge Plus TTi multi-tools to the firm to be repaired free of charge.&nbsp;","Sold At","REI, hardware, cutlery and other stores nationwide and online at Leatherman.com, Amazon.com and REI.com from July 2024 through March 2025 for between $150 and $200.&nbsp;",,"Leatherman Tool Group Inc., of Portland, Oregon",,"United States",,
25412,,"July 31, 2025",,"Dorel Home Furnishings Recalls Cosco 2-Step Kitchen Steppers Due to Fall and Injury Hazards","Cosco 2-Step Kitchen Stepper","This recall involves the Cosco 2-step kitchen stepper, a folding stepstool with two steps and a safety bar that attaches to the back of the product, with model numbers 11349WHG1E, 11349GRN1E, 11349NVY1E, 11349WHG2, 11349GRN4, 11349GRN12, 11349WHG12C, 11349WHG12W, 11349WHG4F, and 11349CBWH4T. The kitchen steppers are sold in white/gray, green, navy, and blue colors. The Cosco logo is molded onto the handle. Model information is located on a label on one of the arms of the kitchen stepper.","The safety bar can detach or break while in use, posing serious fall and injury hazards to consumers.",,,Repair,"About 302,000 (In addition, 11,000 were sold in Canada)","Cosco has received 34 reports of the safety bar detaching or breaking, including two incidents resulting in head injuries.","Consumers should stop using the safety bar on the recalled kitchen stepper immediately and store the stepper away from children until repaired. Contact Dorel to receive a free repair kit, including shipping. The repair kit includes a sliding locking mechanism that attaches to the safety bar to prevent the safety bar from detaching or breaking during use. Consumers will also receive installation instructions and an additional warning label to place onto the product.","Sold At","Target, Home Depot, Lowe’s, Walmart, and BJ’s Wholesale Club stores nationwide and online at Amazon.com, Wayfair.com, and Overstock.com from February 2021 through July 2025 for between $56 and $70.","Dorel Home Furnishings Inc. d/b/a Cosco Home and Office Products, of Columbus, Indiana",,,China,,
25420,,"July 31, 2025",,"IKEA Recalls Garlic Presses Due to Laceration and Ingestion Hazards","IKEA 365+ VÄRDEFULL garlic presses","This recall involves IKEA 365+ VÄRDEFULL garlic presses used to crush garlic cloves. The garlic press has a black rubber handle and zinc coated garlic chamber. Only models with the IKEA logo are subject to the recall. The logo is located at the upper part of the handle.","Small metal pieces can detach from the garlic press, posing a laceration or ingestion hazard to consumers.",,,Refund,"About 43,830 (in addition, about 10,700 were sold in Canada)","IKEA has received a total of 10 incident reports globally, including three reports of lacerations and finger splinters. No incidents or injuries have been reported in the U.S.","Consumers should immediately stop using the recalled garlic press and return it to any IKEA store for a full refund. If you are unable to return it to one of their stores, please contact IKEA for instructions on how to dispose of the recalled product to receive a full refund.&nbsp; Proof of purchase (receipt) is not required to receive a full refund.","Sold At","IKEA stores nationwide and online at IKEA.com from March 2024 through May 2025 for about $8.","IKEA Supply AG, of Switzerland",,,China,Retailer:,"IKEA US Retail LLC, of Woodbridge, Virginia"
25395,,"July 24, 2025",,"Curtis International Recalls Frigidaire-brand Minifridges Due to Fire and Burn Hazards; More Than $700,000 Reported in Property Damage","Frigidaire-brand Minifridges, models EFMIS129, EFMIS137, EFMIS149 and EFMIS175, limited to the serial numbers listed below.","This recall involves Curtis International minifridges. “Frigidaire” is printed on the front of the units. The model and serial numbers are on a label on the back of the minifridge. The model numbers of the affected units are: EFMIS129, EFMIS137, EFMIS149 and EFMIS175. The minifridges were sold in 6- and 9-Can sizes. Recalled minifridges include only the serial numbers identified below. The minifridges were sold in a variety of colors, including black, blue, green, white, yellow, red, pink and silver.Model Number&nbsp;Serial Number&nbsp;EFMIS129&nbsp;Between A2001 to A2308 – if model number is “EFMIS129-B” or EFMIS129-C”, it is not included in this recall.EFMIS137Between A2001 to A2312EFMIS149Between A2001 to A2308EFMIS175Between A2001 to A2310","The minifridges’ internal electrical components can short circuit and ignite the surrounding plastic housing, posing fire and burn hazards.",,,Refund,"About 634,000","Curtis International has received at least 26 reports of the minifridges smoking, sparking, burning, melting, overheating and catching fire, with property damages totaling more than $700,000. Two consumers reported smoke inhalation injuries.","Consumers should immediately stop using the recalled minifridges and follow the instructions to receive a refund at&nbsp;www.recallrtr.com/minifridge. Consumers should unplug and cut the power cord and write “Recall” using a permanent marker on the front door of the unit.&nbsp;Consumers should dispose of the recalled minifridges in accordance with local and state regulations.","Sold At","Walmart and other stores nationwide and online at Walmart.com and Amazon.com from January 2020 through December 2023 for between $36 and $40.","Curtis International Ltd., of Canada ","ShangYu North Electron Manufacture Co. Ltd., of China",,China,,
25377,,"July 10, 2025",,"Walmart Recalls Ozark Trail 64 oz Water Bottles Due to Serious Impact and Laceration Hazards","Ozark Trail 64 oz Stainless Steel Insulated Water Bottles","This recall involves Ozark Trail 64 oz Stainless Steel Insulated Water Bottles sold with model number 83-662 on the product packaging. The stainless-steel bottles are silver with a black one-piece screwcap lid. They measure 4.41 x 4.41 x 11.5 inches and there is an Ozark Trail logo embedded on the side of the bottle. The model number does not appear on the product.","The lid can forcefully eject, posing serious impact and laceration hazards, when a consumer attempts to open the capped bottles after food, carbonated beverages or perishable beverages, such as juice or milk, are stored inside over time.",,,Refund,"About 850,000","Walmart has received three reports of consumers who were injured when struck in the face by a lid forcefully ejected from these bottles upon opening. Two consumers suffered permanent vision loss after being struck in the eye.","Consumers should immediately stop using the recalled water bottles and contact Walmart for a full refund. Consumers can bring the bottle to their nearest Walmart store for a refund.","Sold Exclusively At","Walmart stores nationwide and online at Walmart.com since 2017 for about $15.","Olympia Tools International Inc., of Covina, California and Walmart Inc., of Bentonville, Arkansas",,,China,,
25342,,"June 18, 2025",,"AstroAI Recalls Minifridges Due to Fire and Burn Hazards; Two Fires Resulted in More Than $360,000 in Reported Property Damages","4 Liter/6 Can Minifridges","This recall involves the AstroAI 4-Liter/6-Can minifridges. AstroAI is printed on the front of the units. The model and serial numbers are found on a label on the back of the minifridge. The model number is “LY0204A”. The nine-digit serial number of the affected units starts with “S/N” and begins with the following numbers: 19, 20, 21, 2201, 2202 or 2203. The serial number is located on either the bottom or the middle-right portion of the label. The minifridges measure 9.45 inches in diameter x 6.9 inches wide x 10 inches high. The minifridges were sold in a variety of colors, including black, white, blue and pink.","The recalled minifridges’ electrical switch can short circuit, posing fire and burn hazards.",,,Replace,"About 249,100","CPSC has received at least 70 reports of the minifridges smoking, burning, melting or catching fire. Two fires resulted in extensive property damages, together totaling more than $360,000 in reported damages.","Consumers should immediately stop using the recalled minifridges and contact AstroAI for a free replacement minifridge. To receive a replacement minifridge, consumers should send a photo of the recalled minifridge, showing the model number and serial number, with “Recalled” written on the minifridge in permanent marker to AstroAI by email at&nbsp;recall@astroai.com or through the online portal at&nbsp; https://www.astroai.com/product-recall. Consumers should dispose of the recalled minifridges in accordance with state and local waste disposal procedures.","Sold At","Online at Amazon.com and Astroai.com from June 2019 through June 2022 for about $40.","AstroAI Corp., of Garden Grove, California ","Shaoxing ShangYu North Electron Manufacture Co. Ltd., of China",,China,,
25324,,"June 05, 2025",,"Direct Scaffold Supply Recalls Casters for Baker Scaffolding Due to Fall Hazard","Casters on Direct Scaffold Supply Multi-Purpose Baker Style Scaffolding Products","This recall involves five-inch casters for baker scaffolding. The caster wheel allows the baker scaffolding to be moved easily. Model numbers CAS5SS4P+BFL, CAS5SS4P+AHD, MPISUS+BFL, MPISUS, MPISUSD+BFL, MPISUST+BFL, MPISU+BFL, MPISU, MPISU+1, MPISUS+AHD and MPISU+AHD are included in this recall. Consumers with these model numbers will need to check the heat codes stamped on the metal portion of the caster wheel. Heat codes requiring replacement include: E22WM483, C23WM320, E23WM320, K23WM320 and D22WM483. Model numbers are only found on the purchase receipt or packaging.","The recalled casters can contain faulty spot welds that can cause them to break or fail, making the scaffolding unstable and posing a fall hazard.",,,Replace,"About 23,000","The firm has received two reports of casters breaking or failing, including one injury where a caster failure led to a fall and bruising injury.","Consumers should immediately stop using the recalled casters and contact the firm for instructions to receive free replacement caster wheels. Contact Direct Scaffold Supply to receive a prepaid shipping label and packaging that can be used to return the recalled caster wheels. Once the casters are returned, new replacement casters will be sent to the consumer’s address.","Sold At","DSS Branches and Lowe’s stores nationwide and online at Granite.com, Homedepot.com and Lowes.com from September 2022 through March 2025 for between $280 to $1,600 with the baker scaffolding. Casters were also sold in four-packs for about $110.","Direct Scaffold Supply LLC, of Houston, Texas",,,China,,
25247,,"May 01, 2025",,"SharkNinja Recalls 1.8 Million Foodi Multi-Function Pressure Cookers Due to Burn Hazard; Serious Burn Injuries Reported","SharkNinja Foodi OP300 Series Multi-Function Pressure Cookers","This recall involves all Ninja Foodi OP300 Series Multi-Function Pressure Cookers. The cookers have functions that include pressure cooking and air frying. They were sold in black and have a 6.5-quart capacity. “Ninja” is printed on the front of each unit and on the product label. Model numbers OP300, OP301, OP301A, OP302, OP302BRN, OP302HCN, OP302HAQ, OP302HW, OP302HB, OP305, OP305CO and OP350CO are included in this recall and are printed on a label on the side of the cooker. An additional code following the model number is not part of that model designation. For example, a unit labeled “OP301 I07” is a model OP301 unit. Any OP300 series replacement pressure cooker lids purchased as an additional part are also included in this recall.","The pressure-cooking lid can be opened during use, causing hot contents to escape, posing a risk of burn injuries to consumers.",,,Repair,"About 1,846,400 (In addition, about 184,240 were sold in Canada)","SharkNinja has received 106 reports of burn injuries, including more than 50 reports of second- or third-degree burns to the face or body, with 26 lawsuits filed.","Consumers should immediately stop using the product’s pressure-cooking function and contact SharkNinja for a free replacement lid. Consumers can continue to use the product’s air frying and other functions.","Sold At","Walmart, Costco, Sam’s Club, Amazon and Target stores nationwide, and online at www.Ninjakitchen.com, www.walmart.com, www.costco.com, www.samsclub.com, www.amazon.com and www.target.com from January 2019 through March 2025 for about $200.","SharkNinja Operating LLC, of Needham, Massachusetts",,,China,,
25214,,"April 03, 2025",,"Sakar Recalls Vivitar Blender Bottles Due to Laceration Hazard; Sold Exclusively at Target","Vivitar Blender Bottles","This recall involves Vivitar Blender Bottles. The bottles are made of clear plastic and have a white plastic base with a white top. ""VIVITAR,"" ""Description: Blender Bottle,"" ""ITEM: ES15-BB-TA"" and ""MID #5220824"" are printed on a sticker located under the white plastic base of the bottle. ""MID #5220824""is also stamped on the underside of the white plastic base.","The blender’s blades can continue to operate when the bottle is not attached to the blender, posing a laceration hazard.",,,Refund,"About 199,000","The firm has received one report where the consumer was able to remove the bottle from the base while the blades were engaged. No injuries have been reported.","Consumers should immediately stop using the recalled blender bottles and contact Sakar for instructions on how to receive a full refund in the form of a $5 Target gift card or a check, and a pre-paid return shipping label. The recalled blender must be returned to Sakar to receive the refund. Proof of purchase (receipt) is not required. Consumers should not return the recalled units to Target stores. Sakar is contacting all known purchasers.","Sold At","Target stores nationwide and online at Target.com from December 2024 through January 2025 for about $5.","Sakar International Inc., of Edison, New Jersey",,,China,,
25191,,"March 20, 2025",,"Sensio Recalls Steam Espresso Machines Due to Burn and Laceration Hazards","Bella Pro Series and Cooks Steam Espresso machines","This recall involves the Bella Pro Series Steam Espresso Maker, Model 90195 and Cooks Steam Espresso Makers, Model 22395. The recalled espresso machines are black with stainless steel trim and measure about six inches wide and 12 inches high. The machines have “Bella Pro Series” or “Cooks” on the steaming chamber and the model number is identified as the “Item” number on a sticker under the machine.","The brew cup handle can forcefully eject during use, shattering the glass carafe and posing a burn and laceration hazard.",,,Refund,"About 12,300","The firm has received 18 reports of the handles ejecting, eight of which reported burn and/or laceration injuries.","Consumers should immediately stop using the recalled espresso machines and contact Sensio for a refund.","Sold At","JCPenney stores nationwide and online at BestBuy.com and JCPenney.com from August 2023 through January 2025 for between $40 and $60.","Sensio Inc., of New York",,,China,,
25139,,"February 20, 2025",,"Nazzaro Recalls Children Bowling Pin Sipper Cups Due to Risk of Lead Poisoning; Violation of Federal Lead Content Ban","Rebecca’s Toys & Prizes Bowling Pin Sipper Cups","This recall involves Rebecca’s Toys &amp; Prizes bowling pin sipper cups. The cups are white with red tape on the neck and a red plastic cap. The words “ITEM NO. PG1045”, the brand name and the firm’s address are printed on a white label located on the side of the sipper cup.","The red tape on the bowling pin sipper cups contains levels of lead that exceed the federal lead content ban. Lead is&nbsp;toxic if ingested by young children and can cause adverse health issues.",,,Refund,"About 2,400","None reported","Consumers should immediately take the recalled cups away from children and stop using them. Contact Nazzaro for a full refund. Nazzaro is contacting all known purchasers directly.","Sold At","Bowling alleys nationwide from January 2018 through July 2019 for about $5.","Nazzaro Enterprises Texas Inc., of Hurst, Texas",,,China,,
