"Recall Number","Product Safety Warning Number",Date,"Product Safety Warning Date","Recall Heading","Name of product",Description,"Hazard Description","Consumer Action","Original Product Safety Warning Announcement","Remedy Type",Units,Incidents,Remedy,"Sold At Label","Sold At",Importers,Manufacturers,Distributors,"Manufactured In","Custom Label","Custom Field"
26-201,,"January 22, 2026",,"Thrasio Recalls Angry Orange Enzyme Stain Removers Due to Risk of Exposure to Bacteria","Angry Orange Enzyme Stain Removers","This recall involves Angry Orange Enzyme Stain Removers in Fresh Clean Scent and Orange Twist Scent sold in 24-oz, 32-oz and 1-gallon sizes. The bottles are orange and white and have “Angry Orange” and “Stain &amp; Odor Remover” written on the front. Some units were sold as a bundle with a UV light that attaches to the spray bottle.","The recalled products can contain bacteria, including Pseudomonas aeruginosa, an environmental organism found widely in soil and water. People with weakened immune systems, external medical devices, or underlying lung conditions who are exposed to Pseudomonas aeruginosa face a risk of serious infection that may require medical treatment. The bacteria can enter the body if inhaled, through the eyes, or through a break in the skin. People with healthy immune systems are usually not affected by bacteria.",,,Refund,"About 1,500,000 (In addition, about 43,700 were sold in Canada)","None reported","Consumers should immediately stop using the recalled Angry Orange Enzyme Stain Remover products and contact Thrasio for a full refund. To receive a refund, consumers should take a picture of the product with “recalled” and their initials written on it in marker and email the photo to&nbsp;productrecall@angryorange.com. Consumers should then dispose of the product in its container with household trash. Do not empty the product prior to disposal. Do not attempt to recycle the product bottle.","Sold At","Walmart, Target, The Home Depot, Meijer, Staples, TJ Maxx and other major retailers nationwide and online at Amazon.com, Walmart.com, Target.com, AngryOrange.com and Chewy.com from March 2019 through December 2025 for between $4 and $60.",,,"Thrasio, LLC, of Boston, Massachusetts","United States",,
26-142,,"December 11, 2025",,"Sanven Technology Recalls VEVOR Steamers Due to Risk of Serious Injury from Burn Hazard","VEVOR Garment Steamers","This recall involves VEVOR Garment Steamers used to remove wrinkles from clothing and textiles. The recalled steamer has an oval-shaped opening for the steam vents and the steamer body is white with “VEVOR” and “TOUGH TOOLS, HALF PRICE” printed in orange lettering on the side of the product beneath the water reservoir window. There is a red toggle power switch on the handle. “VEVOR,” “Garment Steamer,” “FCL-H09,” and “Manufacturer: Guangdong ESINO Technology Group Co., Ltd” are printed on a label on the bottom of the product. The recalled steamer was sold with a silver-colored glove.","The steamers can leak or spit hot water, posing a risk of serious burn injury to users and bystanders. The water tank cap can also leak or detach during use, exposing users to hot water.",,,Refund,"About 2,840","The Firm has received six reports of hot water spitting, pouring out, leaking or dripping from the steamers, and 12 reports of issues with the water tank cap detaching, leaking, not staying closed, fitting loosely, or melting. The reported cap issues resulted in two burn injuries, including one consumer who received a permanent scar and a second-degree burn from the hot water, after the steamer’s cap suddenly detached and one consumer who received a minor burn on their hand and fingers from leaked water. Additionally, there is one report of a minor steam burn through the provided glove.","Consumers should immediately stop using the recalled steamers and contact Sanven Technology for a full refund. Consumers will be asked to provide their contact information and send a photo of the steamer with its unplugged cut power cord to receive a full refund.","Sold Online At","Vevor.com, Amazon.com and HomeDepot.com from December 2023 to September 2025 for between about $10 and $33.",,,"Sanven Technology Ltd., dba VEVOR, of Rancho Cucamonga, California",China,,
26-134,,"December 04, 2025",,"Grizzly Industrial Recalls Heavy-Duty Planers Due to Impact and Laceration Hazards","G0815 15” 3HP Heavy-Duty Planers","This recall involves all Grizzly Industrial 15” 3HP heavy-duty planers with model number G0815. The G0815 15” Planer is used to smooth and flatten boards and to ensure consistent thickness across their entire surface. The planer measures 32 inches wide, 28 inches deep and 23.5 inches high. The Grizzly Industrial planers have “grizzly.com” and the model number “G0815” printed on the front of the planer.","The chip breaker can contact the cutterhead blades during use, which can cause debris to be ejected from the planer, posing impact and laceration hazards to the user and bystanders.",,,Repair,"About 2,300 (In addition, 12 were sold in Canada)","Grizzly Industrial has received seven reports of the rotating cutters of the planers breaking. No injuries have been reported.","Consumers should immediately stop using the recalled planers and contact Grizzly Industrial for a free repair kit and installation instructions. The repair kit consists of an upgraded chip breaker adjustment rod, spacer, set screws, lock washers, and lock nuts.","Sold At","Bibb Tool &amp; Cutter, Hamilton Tool and Supply, PMC Tool Company and Stoll Brothers Lumber stores and other hardware stores nationwide and online at Grizzly.com, HomeDepot.com, Tractor Supply.com and MaxTool.com and other websites from June 2016 through September 2025 for between $900 and $2,400.","Grizzly Industrial Inc., of Bellingham, Washington",,,Taiwan,,
26-109,,"November 26, 2025",,"KingPavonini Adult Portable Bed Rails Recalled Due to Risk of Serious Injury or Death from Entrapment and Asphyxiation; Violate Mandatory Standard for Adult Portable Bed Rails; Sold on Amazon by KingPavonini","KingPavonini Adult Portable Bed Rails","This recall involves six KingPavonini-branded adult portable bed rails with model numbers: BC-CBJ-X, BC-CBJ, BC-LDFS-X, LDFS-SSK, 04-BC-LDFS, BC-LDFS. The model numbers can be found in the owner’s manual. The recalled bed rails have white or black tubing with rounded black foam rubber handle grips with a black fabric pouch. Some models have support legs and motion-sensor lights. The recalled bed rails have “KingPavonini” written on the fabric cover.ModelDescriptionSizeBC-CBJ-XWhite tubing with rounded black foam rubber handle grips and black fabric pouchAbout 32 inches wide and 21 inches in heightBC-CBJWhite tubing with rounded black foam rubber handle grips and black fabric pouchAbout 35 inches wide and 21 inches in heightBC-LDFS-XWhite tubing with rounded black foam rubber handle grips, black fabric pouch, and support legsAbout&nbsp;36 inches wide and 41 inches in heightLDFS-SSKBlack tubing with rounded black foam rubber handle grips, black fabric pouch, and support legsAbout&nbsp;33 inches wide and 40 inches in height04-BC-LDFSWhite tubing with rounded black foam rubber handle grips, black fabric pouch, and support legsAbout&nbsp;45 inches wide and 20 inches in heightBC-LDFSWhite tubing with rounded black foam rubber handle grips, black fabric pouch with motion light, and support legsAbout&nbsp;45 inches wide and 44 inches in height","The recalled bed rails violate the mandatory standard for&nbsp;https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… portable bed rails because when the bed rails are attached to a bed, users can become entrapped within the bed rail or between the bed rail and the side of the mattress, posing a serious entrapment hazard and risk of death by asphyxiation. In addition, the bed rails do not bear the required hazard warning labels.",,,"Refund, Replace","About 81,050","None reported","Consumers should stop using the recalled adult portable bed rails immediately and contact KingPavonini to obtain a refund or free replacement bed rails. Consumers should follow these disposal steps:&nbsp;Remove the bed rail from the bed.Disassemble the upper and lower rails, connecting rails, and support legs (if present).Use a permanent marker to write “RECALLED” on upper and lower rails.Use scissors to cut the black storage bag and straps.Write the buyer’s name on a piece of paper next to the disassembled product.&nbsp;Take a photo of the disassembled parts with the note and upload it online at&nbsp;https://www.kingpavonini.com.cn.&nbsp;Dispose of the recalled product in accordance with state and local waste disposal procedures.&nbsp;Consumers who have difficulty with any disposal step or need additional instruction should contact KingPavonini.&nbsp;&nbsp;","Sold Online At","Amazon.com from June 2024 through May 2025 for between $30 and $85.","Henan Kingpavonini Network Technology Co., Ltd. dba KingPavonini, of China","Wuyi Fortune Land Sports and Leisure Products Co. Ltd., of China",,China,,
26-064,,"October 30, 2025",,"Milwaukee Tool Recalls M18 FUEL 14"" and 12"" Top Handle Chainsaws Due to Laceration Hazard","Milwaukee Tool M18 FUELTM  Top Handle Chainsaw with either a 12” or 14” bar","This recall involves the M18 FUEL Top Handle Chainsaw, catalog number 2826-20 with a serial break identified with ""A"" in the product’s serial number.&nbsp;The catalog number can be found on the upper right portion of the product’s nameplate.&nbsp;The serial number can be found on upper left portion of the nameplate, and the serial break level is the 4th digit of the serial number.The product is a battery-operated chainsaw that comes with either a 12” or 14” bar, which is intended for use with Milwaukee’s M18 batteries.&nbsp; The product is sold either individually as a bare tool that includes a chain and bar cover and blade wrench, or as a kit that includes two (2)M18 batteries, an M18 battery charger, a chain and bar cover and a blade wrench.","The recalled chainsaw’s chain brake may not activate, posing a laceration hazard.",,,Repair,"About 90,860 (In addition, about 7,500 were sold in Canada)","The firm has received two reports of the chain brake not activating, including one injury involving a lacerated finger.","Consumers should immediately stop using the recalled chainsaw and contact Milwaukee Tool for a free repair. Consumers should register their product at https://service.milwaukeetool.com/support/eservice to receive a prepaid shipping label to return their product to Milwaukee Tool for repair.","Sold At","Home Depot and other home improvement stores and online at homedepot.com, and other distribution partners from March 2023 through September 2024 for about $350 (tool only) or $790 with batteries and charger.",,"Milwaukee Electric Tool Corp., of Brookfield, Wisconsin",,"United States",,
26-026,,"October 16, 2025",,"VESTA.DS Recalls VST Brand Tankless Water Heaters Due to Carbon Monoxide (CO) Poisoning Hazard and Risk of Serious Injury and Death","VST gas-fired tankless water heaters","This recall involves VST-brand residential wall-mounted gas water heater, Series VT, VR, and VR Plus, with model numbers VRS-150, VRS-199, VRP-150, VRP-199, VRS Plus-150, VRS Plus-199, VRP Plus-150, VRP Plus-199, VTS-150, VTS-199, VTP-150, and VTP-199. The white label on the side of the water heater has the model number bolded, near the top of the label. The water heaters are metal, rectangular units and have either VST printed in white on the control panel near the bottom, or VESTA.DS.Inc. printed in gray near the top of the panel.","The exhaust duct can crack, allowing gases to escape inside of the home, posing a carbon monoxide (CO) poisoning hazard that can result in death or serious injury.&nbsp;",,,Repair,"About 36,700 (In addition, about 3,500 were sold in Canada)","The firm has received 33 reports of cracked exhaust ducts allowing exhaust fumes to leak out. No injuries have been reported.","Consumers should immediately stop using the recalled water heater and contact VESTA.DS to have a certified technician install the free repair. Consumers who must continue using the water heater while awaiting repair should have working smoke and carbon monoxide alarms in their homes.","Sold At","Plumbing supply stores nationwide from May 2017 through July 2025 for between $480 and $1,340.","VESTA.DS, Inc., of Ontario, California",,,Korea,,
25-455,,"September 04, 2025",,"Makita U.S.A., Inc. Recalls Cordless Grease Guns and Grease Gun Hoses Due to Laceration Hazard","Makita Professional Cordless Grease Guns and Makita Grease Gun Hoses","This recall involves Makita Professional Cordless Grease Guns with model numbers XPG01S1, XPG01SR1 and XPG01Z, and Makita Grease Gun Hoses with model numbers&nbsp;191A79-9, 191A80-4, 191W59-7 and 191W58-9. All affected models have spring ends. The model number is located on the manufacturer label on the right side of the grease guns. The following ranges of serial numbers are included in this recall. The serial number is located on the battery mounting port on the grease guns.Product&nbsp;Model No.Serial No. (From)Serial No. (To)Grease Gun&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;XPG01Z16242163303050882045922582512372371358316595556001269623727667359580926862818661289078914499492894999106439112804115923Grease GunXPG01SR12164281322583231135061851236699847198386282864618675287751106440108946109507109919Grease GunXPG01S1137895143614163962164761172741175458Hose191A79-9&nbsp;&nbsp;Hose191A80-4Hose191W58-9Hose191W59-7","The flexible grease gun hose can develop a hole allowing grease to be ejected while using the grease gun, posing a laceration hazard.",,,Replace,"About 62,927","The firm has received five reports of incidents worldwide of the grease gun hose failing, including five laceration injuries. All five incidents were reported outside the United States.","Consumers should immediately stop using the recalled Makita Cordless Grease Guns and Makita Grease Gun Hoses and contact Makita for a free replacement hose.","Sold At","Hardware and home improvement stores nationwide and on various websites from June 2020 through January 2025 for between $60 and $390.","Makita U.S.A. Inc., of La Mirada, California",,,China,,
25-451,,"August 28, 2025",,"Electric Motors for Gable and Roof Mounted Attic Fans Recalled Due to Fire Hazard; Distributed by Air Vent","Electric motors for gable- and roof-mounted attic fans","This recall involves electric motors used in gable- and roof-mounted attic fans sold only from August 2003 through December 2013 with model numbers: DOW-136-0-34-XIN, DOW-136-0-26-XIN, DOW-136-0-40-XIN, DOW-136-0-40-XIN-3/4”, and D-RE-PSC-127/20-4P1SP.&nbsp; The recalled attic fan motors can be identified by the distinctive vent pattern on the motor end bells. Only attic fan motors with the distinctive vent pattern on the motor end bells are subject to the recall.","The recalled electric motor's safety cutoff may pose a risk of short circuit and fire hazard while in use.",,,Refund,"About 2.9 million","The firm has received 159 reports of incidents related to the recalled attic fan motors involving burning or fire. No injuries have been reported.","Consumers should immediately stop using the recalled electric motors and contact Air Vent for a refund. Consumers will be asked to fill out the online registration and verification form with photos of the recalled attic fan motor. Upon confirmation that the consumer has a recalled attic fan motor, the consumer will receive a refund.","Sold At","Various stores and wholesalers nationwide, including ABC Supply, Lowe’s, and Beacon, in-store and online from August 2003 through December 2013 for about $74 and $92.",,,"Air Vent Inc., of Dallas, Texas",China,,
25-441,,"August 21, 2025",,"Combi Boilers Recalled Due to Burn Hazard; Manufactured by IBC Technologies","CX Series Combi Boiler","The CX Combi Boilers are single, compact residential gas boilers that provide both central heating and hot water on demand. The CX Combi Boilers are rectangular metal boxes with a control panel on the front and a red IBC label in the top left corner. Only models CX-199 and CX-150 with certain serial numbers are included in the recall. The CX-199 or CX-150 model number is located on the upper left corner of the touch screen on the front of the unit. The model and serial numbers are found on the rating plate located on the inside of the unit in the upper left corner and the serial number is outlined in rectangular boxes.&nbsp;Only CX Combi Boilers with the following model and serial numbers are included in the recall:&nbsp;CX Series boilers manufactured between April 2023 and April 2024ModelSerial Number Start&nbsp;Serial Number End&nbsp;010-130A1 / CX 199-NGICGFSW1-0199-230400064 &nbsp;ICGFSW1-0199-240300821 &nbsp;010-131A1 / CX 199-LP&nbsp;ICGFSW1-0199-230700336 &nbsp;ICGFSW1-0199-240400827 &nbsp;010-132A1 / CX 150-NG&nbsp;ICGFSW1-0150-230500056&nbsp;ICGFSW1-0150-240400582 &nbsp;010-133A1 / CX 150-LPICGFSW1-0150-230700192 &nbsp;ICGFSW1-0150-240400583 &nbsp;&nbsp;&nbsp;&nbsp;CX Series boilers manufactured between June 2024 and April 2025ModelSerial Number Start&nbsp;Serial Number End&nbsp;010-130A1 / CX 199-NGI262400165&nbsp;I162500429&nbsp;010-131A1 / CX 199-LP&nbsp;I262400137&nbsp;I162500430&nbsp;010-132A1 / CX 150-NG&nbsp;I292400198&nbsp;I102500001&nbsp;010-133A1 / CX 150-LPI442400415&nbsp;I022500103","A combi (or combination) boiler is a type of gas boiler that provides both a home’s hot water and central heating. The hot water can exceed the temperature set on the control panel, posing a burn hazard to users.",,,Repair,"About 1,100 (In addition, about 880 were sold in Canada)","The firm has received five reports of the hot water temperature fluctuating while in use. No injuries have been reported.","Contact IBC to schedule a free in-home repair by an authorized technician, who will install a mixing valve, if needed. Consumers can continue to use the recalled boilers for central heating.","Sold At","Home improvement distributors nationwide from May 2023 through June 2025 for between $4,700 and $5,100.","IBC Technologies USA Inc., of Lawnside, New Jersey",,,Canada,,
25-431,,"August 14, 2025",,"Werner Recalls 20’ and 24’ Multi-Max Pro Multi-Purpose Ladders Due to Fall Hazard","Werner 20’ and 24’ Multi-Max Pro Multi-Purpose Ladders","This recall involves the Werner 20’ and 24’ Multi-Max Pro multi-purpose ladder. The ladders were sold in silver with a blue top and a blue label on the side rail.&nbsp; The label includes an oval containing the word “Werner” next to the words “MULTI MAX PRO” along with the size and model number ALMP-20IAA or ALMP-24IAA. The ladders also have a long black rope in the back section.","The ladders’ locking mechanism can jam and not fully lock into place, posing a fall hazard.",,,Refund,"About 122,250","The firm has received 18 reports of falls, including 14 reports of injuries resulting in bruising, lacerations, head injuries and fractures to the wrist, leg and ribs.","Consumers should immediately stop using the recalled ladders and contact Werner to receive a full refund. Consumers should register at&nbsp;http://www.wernerco.com/recalls to receive details on how to dispose of the recalled ladder. Once disposal is complete, Werner will issue a full refund in the form of a check.","Sold At","Home Depot stores nationwide and online at HomeDepot.com from November 2021 through February 2024 with average prices between $200 and $281.&nbsp;","Werner Co., of Itasca, Illinois",,,China,,
