"Recall Number","Product Safety Warning Number",Date,"Product Safety Warning Date","Recall Heading","Name of product",Description,"Hazard Description","Consumer Action","Original Product Safety Warning Announcement","Remedy Type",Units,Incidents,Remedy,"Sold At Label","Sold At",Importers,Manufacturers,Distributors,"Manufactured In","Custom Label","Custom Field"
26-271,,"February 19, 2026",,"Vive Health Recalls Adult Portable Bed Rails Due to Risk of Serious Injury or Death from Entrapment and Asphyxiation; Violates Mandatory Standard for Adult Portable Bed Rails","Vive Health Bed Rails","This recall involves Vive Health Bed Rails, model LVA1024 and LVA3031BLK. The model LVA1024 bed rail comes in a white frame with a black handle and measures 20 inches wide by 32 inches tall. The model LVA3031BLK bed rail comes in a black frame with a black handle and measures 13 inches wide by 18 inches tall.","The recalled bed rails violate the mandatory standard for&nbsp;https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… lang=""EN"">adult portable bed rails because when the bed rails are attached to a bed, users can become entrapped within the bed rail or between the bed rail and the side of the mattress, posing a serious entrapment hazard and risk of death by asphyxiation. In addition, the bed rails do not bear the required hazard warning labels.",,,Refund,"About 12,355","None reported","Consumers should stop using Vive Health Bed Rails immediately and contact Vive Health for a full refund. Consumers should write “RECALLED” on the upper and lower bedrails with a permanent marker and take a photo of the marked bed rail with the buyer’s name on a piece of paper, and email to&nbsp;recalls@vivehealth.com. Consumers should then dispose of the recalled product in accordance with the state and local waste disposal procedure. Only bed rails purchased after August 21, 2023, are included in this recall.","Sold Online At","Amazon.com and ViveHealth.com from August 2023 through December 2025 for between $45 and $80.","Vive Health LLC, of Naples Florida","Ningbo Shenyu Medical Equipment Co., Ltd., of China",,China,,
26-267,,"February 12, 2026",,"Beloems Adult Portable Bed Rails Recalled Due to Risk of Serious Injury or Death from Entrapment and Asphyxiation; Violate Mandatory Standard for Adult Portable Bed Rails","Beloems Adult Portable Bed Rails","This recall involves Beloems-branded adult portable bed rails, model BL-BR201. The recalled foldable bed rails have white metal tubing with either rounded black or gray foam rubber handle grips, support legs and a fabric pouch. The “Beloems” logo is printed on the bed rail’s fabric cover and the model number on the owner’s manual.","The recalled bed rails violate the mandatory standard for&nbsp;https://gcc02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.c… portable bed rails because users can become entrapped within the bed rail or between the bed rail and the side of the mattress, posing a serious entrapment hazard and risk of death by asphyxiation. The bed rails do not meet structural stability or retention strap requirements, posing a fall hazard. The bed rails’ push pins and push pin holes are incorrectly sized, posing a laceration hazard.",,,Refund,"About 800","None reported","Consumers should immediately stop using the recalled adult portable bed rails and contact Beloems for a full refund. Consumers should destroy the bed rails by cutting the handrails’ foam padding and writing “RECALLED” on the upper and lower rails with permanent marker, take a photo of the destroyed rails and send it to&nbsp;leioujiapin@163.com.","Sold Online At","Amazon.com from June 2025 through October 2025 for about $90.",,"Leioujiapin Technology Co., Ltd. dba Beloems, of China",,China,,
26-263,,"February 12, 2026",,"Fortemotus Direct Adult Portable Bed Rails Recalled Due to Risk of Serious Injury or Death from Entrapment and Asphyxiation; Violate Mandatory Standard for Adult Portable Bed Rails","Fortemotus Adult Portable Bed Rails","This recall involves Fortemotus-branded adult portable bed rails, model USFTMTJAS008. The recalled bed rails have black tubing with black foam rubber handle grips, support legs and a fabric pouch, and measure about 30 inches wide by 30 inches high.&nbsp;The Foremotus logo is printed on the bed rail’s fabric cover and the model number on the owner’s manual.","The recalled bed rails violate the mandatory standard for&nbsp;https://gcc02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.c… portable bed rails because users can become entrapped within the bed rail or between the bed rail and the side of the mattress, posing a serious entrapment hazard and risk of death by asphyxiation. The bed rails do not meet structural stability or retention strap requirements, posing a fall hazard. The bed rails’ push pins and push pin holes are incorrectly sized, posing a laceration hazard.",,,Refund,"About 550 ","None reported.","Consumers should immediately stop using the recalled adult portable bed rails and contact Fortemotus Direct US for a&nbsp;full refund. Consumers should destroy the bed rails by cutting the handrails’ foam padding, take a photo of the destroyed rails and send it to&nbsp;fortemotusofficial@outlook.com.&nbsp;","Sold Online At","Amazon.com from August 2025 through October 2025 for about $100.",,"Guangzhou Kezhinuo Maoyi Youxian Gongsi, dba Fortemotus Direct US, of China",,China,,
26-261,,"February 12, 2026",,"SOOWERY 6-Drawer Dressers Recalled Due to Risk of Serious Injury or Death from Tip-Over and Entrapment Hazards; Violates Mandatory Standard for Clothing Storage Units","SOOWERY 6-Drawer Dressers","This recall involves SOOWERY 6-Drawer Dressers. The dressers were sold in black. They have a metal frame, wooden top, and six collapsable fabric drawers. The dressers are 47.2 inches long by 11.8 inches wide by 33.3 inches tall.","The recalled dressers are unstable if they are not anchored to the wall, posing tip-over and entrapment hazards that can result in risks of serious injuries or death to children. The dressers violate the mandatory standard as required by the https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… lang=""EN-US"">STURDY Act.",,,Refund,"About 166","None reported.","Consumers should immediately stop using the recalled dressers if they are not anchored to the wall and place them in an area that children cannot access. With a permanent marker, write the word ""recalled"" on the top and all sides of the dresser. Contact SOOWERY for instructions on how to dispose of the dressers to receive a full refund. Consumers must submit a photo to SOOWERYrecall@outlook.com showing disposal of the product.&nbsp;","Sold Online At","Amazon.com from December 2025 through January 2026 for about $130.&nbsp;",,,,China,Retailer:,"Shenzhen Zhongyuantong Technology Co., Ltd., dba SOOWERY of China&nbsp;"
26-255,,"February 05, 2026",,"EnHomee 10-Drawer Dressers Recalled Due to Risk of Serious Injury or Death from Tip-Over and Entrapment Hazards; Violates Mandatory Standard for Clothing Storage Units","EnHomee 10-Drawer Dressers","This recall involves EnHomee 10-Drawer Dressers. The recalled dressers were sold in the following colors: black, white, grey, and brown. They have a metal frame, wooden top, 10 collapsable fabric drawers, and two metal drawers. The dressers are 38 inches long by 11.8 inches wide by 48.1 inches tall. Model number “55SCWMSCXLBR” can be found on the order information within your Amazon account.","The recalled dressers are unstable if they are not anchored to the wall, posing tip-over and entrapment hazards that can result in risks of serious injuries or death to children. The dressers violate the mandatory standard required by the&nbsp;https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… Act.",,,Refund,"About 5,000","None reported","Consumers should immediately stop using the recalled dressers, if they are not anchored to the wall, and place them in an area that children cannot access. Contact EnHomee for instructions on how to identify affected units and dispose of the dressers to receive a full refund. Consumers must submit a photo to&nbsp;enhomeestore@gmail.com&nbsp;showing disposal of the product.","Sold Online At","Amazon.com from&nbsp;September 2023 through December 2025 for about $115.",,"Xuzhou Mingquanhe Home Furnishing Co., Ltd., of China",,China,Retailer:,"HunanSan Tang International Trading Co., Ltd.&nbsp;dba EnHomee Direct, of China"
26-253,,"February 05, 2026",,"Clark Associates Recalls Lancaster Table & Seating Powder-Coated Aluminum Outdoor Restaurant Chairs and Barstools Due to Fall Hazard","Lancaster Table & Seating Powder-Coated Aluminum Outdoor Chairs and Barstools","This recall involves three models of Lancaster Table &amp; Seating Powder-Coated Aluminum Outdoor Chairs and Barstools in arm chair, side chair (no arms) and barstool configurations sold under 180 item numbers. The chairs and barstools were sold in blue, brown, dark gray, light gray/silver, red, white, aqua, black, green, sangria/burgundy, yellow and orange. The chairs were sold with and without accompanying outdoor tables, which are not subject to the recall. The item numbers can be found on order confirmation emails, shipping confirmation emails and invoices. A full list of affected item numbers and examples of colors are available at www.webstaurantstore.com/uploads/Clark_Associates/2026/1/lts-recall-list-of-affected-products-1.pdf.","The legs of the chairs and barstools can bend or break while the chair is in use, posing a fall hazard.&nbsp;",,,Refund,"About 158,486","The firm has received 36 reports of broken or bent chair legs, resulting in four falls and three injuries.","Consumers should immediately stop using the recalled chairs and barstools and contact Clark Associates for a full refund to the original method of purchase or a store credit. Consumers should register their product online at www.lancastertableandseating.com/recalls/powder-coated-aluminum-chairs, mark the product with the word “Recalled” in paint or thick permanent marker in a visible location and dispose of the product in accordance with local and state laws.&nbsp;","Sold At","Clark Pro and Clark National Accounts nationwide and online at webstaurantstore.com, therestaurantstore.com and quicksupply.com from April 2020 through October 2025 for between $55 and $133.","Clark Core Services LLC, dba Clark Associates, of Lancaster, Pennsylvania",,,China,,
26-251,,"February 05, 2026",,"YITA Recalls Multiple Brands of Dressers Due to Risk of Serious Injury or Death from Tip-Over and Entrapment Hazards; Violates Mandatory Standard for Clothing Storage Units","Yitahome, Uforic, Dextrus, Yintatech and ModFusion-branded Dressers","This recall involves the five different brands of YITA dressers: Dextrus, ModFusion, Uforic, Yintatech and Yitahome. The 16-drawer dressers were sold in gray, black, white, pink and brown. They have a black or white metal frame, a wooden top and collapsable fabric drawers; and measure about 37.4 inches long, 11.8 inches wide and 57.1 inches tall. SKU numbers FTBFSD-0161, FTBFSD-0162, FTBFSD-0212, FTBFSD-0246 or SKU FTBFSD-0465 is printed on labels located on the dresser’s top panel and on the product packaging. The brand name can be found on the product online listing.&nbsp;","The recalled dressers are unstable if they are not anchored to the wall, posing tip-over and entrapment hazards that can result in risks of serious injuries or death to children. The dressers violate the mandatory standard as required by the https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… lang=""EN-US"">STURDY Act.",,,Refund,"About 6,800","None reported","Consumers should immediately stop using the recalled dressers, if they are not anchored to the wall, and place them in an area that children cannot access. Contact YITA for a full refund. Consumers should write “RECALL” on the dressers using a permanent marker, disassemble them and submit a photo of the disposed product to yitamotor@outlook.com.&nbsp;","Sold Online At","Amazon.com and Walmart.com from September 2023 through August 2025 for between $75 and $100.&nbsp;&nbsp;","Yita LLC, dba Yitahome, Uforic, Dextrus, Yintatech and ModFusion, of Kent, Washington",,,China,,
26-248,,"February 05, 2026",,"Fixwal 7-Drawer Dressers Recalled Due to Risk of Serious Injury or Death from Tip-Over and Entrapment Hazards; Violates Mandatory Standard for Clothing Storage Units","Fixwal 7-Drawer Dressers","This recall involves the Fixwal 7-Drawer Dressers. The recalled dressers were sold in black and white and have a metal frame, wooden top, and seven collapsable fabric drawers. The dressers are 55.1 inches long by 11.8 inches wide by 31.5 inches tall.&nbsp;","The recalled dressers are unstable if they are not anchored to the wall, posing tip-over and entrapment hazards that can result in risks of serious injuries or death to children. The dressers violate the mandatory standard as required by the https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… lang=""EN-US"">STURDY Act.",,,Refund,"About 2,900","None reported","Consumers should immediately stop using the recalled dressers if they are not anchored to the wall, place them in an area that children cannot access and contact Momok for a full refund. Consumers should write “RECALLED” on the front, side, and back of the dresser with a permanent marker, take photos and email them to fixwaldresserrecall@outlook.com.&nbsp;&nbsp;","Sold Online At","Amazon.com from September 2023 through December 2025 for about $100.&nbsp;&nbsp;",,,,China,Retailer:,"Changzhou Xunchuang Home Furnishing Co., Ltd., dba Momok of China&nbsp;"
26-247,,"February 05, 2026",,"Furnulem 5-Drawer Dressers Recalled Due to Risk of Serious Injury or Death from Tip-Over and Entrapment; Violates Mandatory Standard for Clothing Storage Units","Furnulem 5-Drawer Dressers","This recall involves Furnulem five-drawer dressers. The wooden, white dressers measure about 31.5 inches tall, 15.75 inches long and 50.2 inches wide. They have a top with recessed power outlets, and each drawer has two round pull knobs. Only dressers that did not come with feet extensions are included in this recall. Model “HK-DS-017-CL-5D-1-W” is printed on the packaging.&nbsp;","The recalled dressers are unstable if they are not anchored to the wall, posing tip-over and entrapment hazards that can result in risks of serious injuries or death to children. The dressers violate the mandatory standard as required by the https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… lang=""EN-US"">STURDY Act.",,,Refund,"About 50","None reported","Consumers should immediately stop using the recalled dressers if they are not anchored to the wall and place them in an area that children cannot access. Contact Furnulem for instructions on how to dispose of the dressers for a full refund. Consumers should send a photo demonstrating disposal of the product to support@furnulem.com.&nbsp;","Sold Online At","Amazon.com in July 2025 for about $140.&nbsp;",,,,China,Retailer:,"Shanghai Taiye Furniture Co., Ltd., dba Furnulem, of China"
26-241,,"February 05, 2026",,"Little Cow Company Recalls 9 oz Candles in Glass Jars Due to Fire, Burn and Laceration Hazards","Little Cow Co. 9 oz candles in glass jars","This recall involves “Little Cow Co.” candles in glass jars with screw top lids. The recalled candles were sold in 9 oz glass jars with a sticker with the brand name “Little Cow Co.” located on the center of the front of the glass jar. The sticker also says “100% natural soy wax candle, laced with organic butter.”","The glass jar holding the candle can crack or break during use, posing fire, burn and laceration hazards.",,,Refund,"About 1,140","The firm has received two reports of glass jar breaking. No injuries have been reported.","Consumers should immediately stop using the recalled candles and contact&nbsp;Little Cow Company to receive&nbsp;a full refund. Consumers will be asked to use a permanent marker to draw an ‘X” on the glass container, cut the wicks and email a photo of the marked jar can and cut wicks to Little Cow Company.","Sold At","New Seasons Market and Town and Country stores nationwide from December 2025 through January 2026 for about $25.",,"Little Cow Company LLC, of Portland, Oregon",,"United States",,
