"Recall Number","Product Safety Warning Number",Date,"Product Safety Warning Date","Recall Heading","Name of product",Description,"Hazard Description","Consumer Action","Original Product Safety Warning Announcement","Remedy Type",Units,Incidents,Remedy,"Sold At Label","Sold At",Importers,Manufacturers,Distributors,"Manufactured In","Custom Label","Custom Field"
25-151,,"February 20, 2025",,"Shadeks Recalls ShadesU Roller Window Shades Due to Strangulation and Entanglement Hazards and Risk of Serious Injury or Death; Violation of Federal Regulations for Window Coverings; Sold Exclusively on Amazon.com","ShadesU Roller Window Shades","This recall involves ShadesU Roller Window Shades sold exclusively on Amazon.com. The roller blinds were sold in multiple colors with sizes ranging from a width of 20 to 90 inches and&nbsp;height of 72 inches. “ShadesU” is printed on the label sticker on the right side of the bottom rail of the blinds.","The recalled window blinds have long operating cords that can cause death or serious injury to children, due to strangulation and entanglement hazards. The window blinds are in violation of the federal regulations for window coverings and present a substantial product hazard. The window blinds also violate federal regulations for labeling of window coverings.",,,Repair,"About 15,500","None reported","Consumers should immediately put the window blind cords up and away from children and contact Shadeks for instructions to return the shades for a free repair. Shadeks will remove the long operating cord and update the shades to a cordless design. Consumers will need to provide their contact information and address to receive a free shipping label. Amazon is contacting all known purchasers directly.","Sold Exclusively At","Online at Amazon.com from June 2024 through September 2024 for between $34 and $170.","Shadeks LLC, of Bensalem, Pennsylvania",,,Turkey,,
25-147,,"February 20, 2025",,"Homebox Blackout Roller Window Shades Recalled Due to Strangulation and Entanglement Hazards and Risk of Serious Injury or Death; Violation of Federal Regulations for Window Coverings; Sold Exclusively on Amazon.com by Zhejiang Mingjing Textile Co.","Homebox Blackout Roller Window Shades","This recall involves Homebox Blackout Roller Window Shades with metal cords hanging from the right side. The roller blinds were sold in multiple colors, including black, white and sage, with sizes ranging from a width of&nbsp;10-70 inches and&nbsp;height of&nbsp;64-72 inches. “Homebox” is printed on the label sticker on the headrail.","The recalled window blinds have long operating cords that can cause death or serious injury to children, due to strangulation and entanglement hazards. The window blinds are in violation of the federal regulations for window coverings and present a substantial product hazard. The window blinds also violate federal regulations for labeling of window coverings.",,,"Replace, Repair","About 4,900","None reported","Consumers should immediately put the window blind’s cords up and away from children and contact Zhejiang Mingjing Textile to receive a free repair, consisting of a replacement operating cord device or a free replacement cordless blind. Consumers must upload a photo of the recalled product with the operating cord and curtain fabric cut at http://www.hoteamtex.net/por.jsp?id=2&amp;_jcp=5_2. Once the firm receives a&nbsp;video or picture of the product with the original pull cord cut, consumers will be sent a replacement operating cord wand device with installation instructions or replacement cordless blinds through Amazon. Amazon is contacting all known purchasers directly.","Sold Exclusively At","Amazon.com from December 2022 through September 2024 for between $20 and $110.",,"Zhejiang Mingjing Textile Co. Ltd, of China",,China,,
25-128,,"February 06, 2025",,"Thy Trading Company Recalls Roll Up Window Blinds Due to Strangulation and Entanglement Hazards; Violation of Federal Regulations for Window Coverings; Sold Exclusively at Wayfair.com","Roll Up Window Blinds","This recall involves Thy Trading’s bamboo roll up window blinds. The semi-sheer blinds measure about 24” wide by 84” high and 72” wide, and were sold in light brown, brown, camel, dark brown, blue, burgundy and white colors. The window blinds have one of the following SKU numbers located on the product packaging:SKU NumberName of ProductColorSKU TYCO1012Window Blind Semi-Sheer Brown Outdoor Roll Up ShadeBrown &amp; TanSKU TYCO1013Semi-Sheer Natural Outdoor Roll-Up ShadeLight brownSKU TYCO1014Semi-Sheer Tan/Black Roll-Up Shade&nbsp;BrownSKU TYCO1015Semi-Sheer Tan Outdoor Roll-Up Shade&nbsp;CamelSKU TYCO1017Semi-Sheer Roll-Up ShadeDark brownSKU TYCO1022Semi-Sheer Blue/White Roll-Up Shade&nbsp;BlueSKU TYCO1024Semi-Sheer Brown Roll-Up ShadeLight bambooSKU TYCO1025Semi-Sheer Roll-Up Shade&nbsp;BurgundySKU TYCO1026Semi-Sheer Red/Brown Roll-Up Shade&nbsp;BurgundySKU TYCO1027Bamboo Semi-Sheer Natural Outdoor Roll-Up ShadeBrownSKU TYCO1034Bamboo Semi-Sheer Red Roll-Up ShadeBurgundySKU TYCO1035Semi-Sheer Carbonized Brown Roll-Up ShadeBrownSKU TYCO1039Semi-Sheer White Roll-Up ShadeWhiteThe recalled window blinds present a substantial product hazard posing a risk of serious injury or death.","The recalled window blinds have long operating cords that can cause death or serious injury to children, due to strangulation and entanglement hazards. The window blinds are in violation of the federal regulations for window coverings and present a substantial product hazard.",,,Refund,"About 720","None reported","Consumers should immediately stop using the recalled window coverings and contact Thy Trading Company for a full refund. Consumers should remove the window blind, mark it with the word “Recalled”, and dispose of the product in the garbage. Consumers should take a photograph of the window blind destroyed in the garbage and upload the photo to thytradingllc@outlook.com to register their product to receive a refund. Thy Trading Company is contacting all known purchasers directly.","Sold Exclusively Online","Wayfair.com from June 2024 through September 2024 for between $11 and $194.","Thy Trading Company, of Phoenixville, Pennsylvania ",,,China,,
25-105,,"January 23, 2025",,"ChrisDowa Roller Window Shades Recalled Due to Strangulation and Entanglement Hazards; Violation of Federal Regulations for Window Coverings; Sold Exclusively on Amazon.com by Shaoxingkeqiao Nenghaozhenfang","ChrisDowa Roller Window Shades","This recall involves ChrisDowa Roller Window Shades sold exclusively on Amazon.com. The roller blinds were sold in multiple colors, with sizes ranging from a width of 20-27 inches and&nbsp;height of 72 inches. ChrisDowa is printed on the label sticker on the headrail.","The recalled roller shades have long operating cords that pose strangulation and entanglement hazards to children, in violation of the federal regulations for window coverings. The shades also violate labeling requirements for window coverings.",,,Repair,"About 19,500","None reported","Consumers should immediately put the window blind’s cords up and away from children and contact Shaoxingkeqiao Nenghaozhenfang to receive a free operating cord wand. Consumers must send a photo of the recalled product with the cord cut to&nbsp;recallchrisdowa@163.com. Once the firm receives the photo, consumers will receive a repair kit with installation instructions via Amazon or FedEx. The firm is contacting all known purchasers directly.","Sold Exclusively At","Online at Amazon.com from December 2022 through September 2024 for between $11 and $344.",,"Shaoxingkeqiao Nenghaozhenfang Co. Ltd., of China",,China,,
25-041,,"November 14, 2024",,"Hallmark Recalls Cad Bane Christmas Tree Ornaments Due to Risk of Mold Exposure","Hallmark Keepsake Christmas Tree Ornaments featuring the Cad Bane character from Star Wars: The Book of Boba Fett","The recall involves the Hallmark Keepsake Christmas Tree Ornament featuring the Cad Bane™ character from Star Wars: The Book of Boba Fett. The ornament features a figurine with a brown hat, brown jacket, brown pants, a green face and blue cuffs. The ornament is about 4.5 inches tall and 1.5 inches wide. The ornament was sold in a collectible and reusable white storage box with red accented sides. The code 2199QXE3341 is printed on the bottom of the collectible box.&nbsp;","The brown paint on the exterior of the recalled Christmas tree ornaments did not fully dry before packaging, causing mold to grow on the exterior surface of the ornament, posing risk of respiratory issues to consumers due to mold exposure.",,,Refund,"About 11,100","The firm is aware of 16 consumer reports of the recalled tree ornaments having mold on them when they were taken out of the box. No injuries have been reported.","Consumers should immediately stop using the recalled ornament and return it to their Hallmark Gold Crown store or follow the return instructions online at&nbsp;www.hallmark.com to receive a postage paid shipping label for a full refund. Consumers will receive a full refund in the form of original payment. No purchase receipt is required to receive the refund.&nbsp;","Sold At","Hallmark Gold Crown stores nationwide and online at Hallmark.com from September 2024 through October 2024 for about $22.","Hallmark Cards, of Kansas City, Missouri",,,"Sri Lanka",,
25-005,,"October 10, 2024",,"Homewerks Worldwide Recalls Allen + Roth Lighted Bathroom Mirrors Due to Injury and Laceration Hazards; Sold Exclusively at Lowe’s","Allen + Roth-branded Lighted Bathroom Mirrors","This recall involves Allen + Roth-branded lighted dimmable LED wall mirrors, manufactured from December 2022 through August 2023. The recalled bathroom vanity anti-fog mirrors are frameless and have a touch sensor button for the dimmable LED light. They were sold in three different sizes.&nbsp; Homewerks model number 75-102 (Lowe’s item number 784783) measures about 24 inches x 30 inches, Homewerks model number 75-103 (Lowe’s item numbers 2845089 and 1124616) measures about 30 inches x 36 inches, and Homewerks model number 75-104 (Lowe’s item numbers 5746472 and 1124617) measures about 36 inches x 42 inches. The Homewerks model number and the manufacture date in MM-YYYY format are printed on labels located on the back of the mirror.&nbsp; The Lowe’s item number appears in the mirror’s instruction manual and on the purchase receipt.","The mirrors’ glass can detach from the wall attachment base and fall, posing injury and laceration hazards.",,,"Refund, Replace","About 3,300","Lowe’s has received 44 reports of the mirror’s glass detaching from the wall attachment base. No injuries have been reported.","Consumers should immediately stop using the recalled Allen + Roth mirrors, turn the power off and contact Homewerks Worldwide for instructions on how to remove and dispose of the mirror for a full refund or free replacement mirror, including shipping. Homewerks Worldwide and Lowe’s are contacting all known purchasers directly.","Sold At","Lowe’s stores nationwide and online at Lowes.com from February 2023 through July 2024 for between $250 and $610.","Homewerks Worldwide LLC, of Lake Bluff, Illinois",,,China,,
24-327,,"August 01, 2024",,"Origin 21 Wall Mirrors Sold Exclusively at Lowe’s Stores Recalled Due to Laceration and Impact Hazards; Manufactured by Huahong Art Home Shares","Origin 21 Oval and Rectangle Black Framed Wall Mirrors","This recall involves the Origin 21 oval and rectangle wall mirrors. These mirrors were sold in black metal frames. The rectangle mirror measures 22 inches wide and 31 inches long, with model number L1-MH-1647. The oval mirror measures 24 inches wide and 36 inches long, with model number L1-MH-1693. The model numbers are printed on a label affixed to the back of the mirror.","The recalled mirrors can detach from the metal plate used for hanging, causing the mirror to fall, posing laceration and impact hazards.",,,Refund,"About 27,400","The firm has received 15 reports of the mirrors separating from the metal hanger and falling. No injuries have been reported.","Consumers should immediately stop using the recalled mirrors, and contact Huahong Art Home Shares for instructions on how to receive a full refund. Consumers will be asked to email photos of the mirror to receive the refund, or arrange for a pre-paid shipping box. Huahong Art Home Shares is contacting all known purchasers directly.","Sold Exclusively At","Lowe’s Stores nationwide and online at Lowes.com from October 2023 through April 2024 for between $60 and $80.","Lowe’s Companies Inc., of Mooresville, North Carolina","Huahong Art Home Shares Co. Ltd., of China",,China,,
24-166,,"March 21, 2024",,"Culture Kings Recalls Sneaker Basel Magnetic Levitation Displays Due to Laceration and Ingestion Hazards","Sneaker Basel Double Magnetic Levitation Displays","This recall involves two models of Culture Kings’ Sneaker Basel Double Magnetic Levitation Displays used to showcase floating pairs of sneakers at home by consumers. Model CXF-22, Magnetic Levitation Sneaker Display 2, has a black or black/white color combination rectangular frame. Model CXF-24B, Stackable Magnetic Levitation Sneaker Display, has an uppercase I-shaped black frame. The displays have LED lighting and were sold with or without a remote control. Both models came with two magnets, counterweight beads and a power adaptor. The Culture Kings logo appears on the side of the display. Only displays that levitate two sneakers are included in this recall.","The sneaker display’s magnets can forcefully attract, break, splinter and emit sparks, posing a laceration hazard. In addition, when two or more high-powered magnets are swallowed, either accidentally or intentionally, the ingested magnets can attract each other and become lodged in the digestive system. This can lead to perforations, twisting and/or blockage of the intestines that can lead to infection and death.",,,"Dispose, Refund","About 4,300","The firm has received one report of an incident in the U.S. where the magnets collided and shattered during use, without injury. The firm has received seven reports of incidents in Australia where the magnets collided and shattered during use, including four minor injuries.","Consumers should immediately stop using the recalled displays, store them away and contact Culture Kings for a full refund. Consumers should keep the magnets at least six inches apart during handling. If the magnets come together, consumers should not attempt to separate them. Consumers will be asked to request free “Recalled Product” stickers for the magnets and to place a sticker on the metal side of each magnet, destroy the display by cutting the power cord, and upload a photo of the stickered magnets and destroyed display to https://www.recallrtr.com/sneakerdisplays. The magnets and sneaker display should be discarded after the refund is received.","Sold At","Online at culturekings.com from July 2020 through January 2023 for between $68 and $260.","Culture Kings USA Inc., of San Francisco, California",,,China,,
24-123,,"February 22, 2024",,"JURLEA Rugs Recalled Due to Fire Hazard; Violation of Federal Flammability Regulations; Sold Exclusively on Amazon.com by Yalande-US","JURLEA Area Rugs","This recall involves two styles of large area rugs sold in three different sizes. The rugs come in neutral, multicolor designs. No labels are present on the product.&nbsp;ColorSizesLight Gray/Ivory5’3” x 6’6”6’6” x 8’2”6’6” x 9’10”Gray Beige/Light Yellow5’3” x 6’6”6’6” x 8’2”6’6” x 9’10”","The rugs violate the federal flammability regulations for carpets and rugs, posing a fire hazard.",,,Refund,"About 230","None reported.","Consumers should stop using the rugs immediately and contact Yalande-US for a full refund. Consumers will be asked to destroy the product by cutting it in half, and to provide proof of destruction by sending a photo of the cut product to&nbsp;yalande_us2021@163.com to receive a full refund. Yalande-US is contacting all known consumers directly.","Sold Exclusively Online","Exclusively online at Amazon.com from April 2023 through December 2023 for between $60 and $130.","Kaka Trading Co. LTD, of China",,,China,Retailer:,"Yalande-US, of China"
24-726,,"December 05, 2023",,"Foiresoft Zebra Roller Blinds Recalled Due to Strangulation and Entanglement Hazards; Sold Exclusively on Amazon.com by Softfunch (Recall Alert)","Foiresoft Zebra Roller Blinds","This recall involves Foiresoft Basic Zebra Roller Blinds sold exclusively on Amazon.com. The roller blinds were sold in multiple colors with sizes ranging from width 10-110 inches, and height 64 inches. Foiresoft is printed on the label sticker on the headrail.","The recalled roller blinds have looped operating cords that pose a strangulation hazard to children.",,,Refund,"About 9,500","None reported","Consumers should immediately stop using the recalled roller blinds and contact Softfunch Inc. for instructions to receive a full refund. Consumers will need to provide proof of destruction by sending a photo of the cut product with cut cords to the firm. The consumer should then throw away the unit in their trash. Softfunch is contacting all known purchasers directly.","Sold At","Amazon.com from December 2022 through July 2023 for between $50 and $175.","Softfunch, of South Korea",,,"South Korea",,
